Name,Overall,Value
 F. Chiesa,77,13000000
 P. Caddis,65,400000
 P. Barrientos,74,4000000
 R. Ruidíaz,76,8000000
 N. de Jong,74,3000000
 A. Gerndt,73,3000000
 P. Ledesma,71,950000
 Carlitos,71,1000000
 C. Kramer,80,14000000
 Mauro Cildinho,72,1000000
 M. Makuszewski,72,3000000
 Sequeira,72,2000000
 G. Acosta,70,1000000
 B. Lennon,67,1000000
 N. Foor,71,3000000
 C. Martschinko,68,1000000
 J. Hernández,67,525000
 M. Vešović,71,2000000
 Marcos Llorente,78,13000000
 L. Trotter,66,650000
 I. Mbaye,73,4000000
 David Rocha,68,675000
 F. Jara,74,6000000
 S. Adegbenro,72,4000000
 C. Lykogiannis,68,1000000
 M. Eramo,67,775000
 Fausto Tienza,72,3000000
 F. Pereyra,74,5000000
 Paco Alcácer,79,17000000
 J. Pelupessy,72,3000000
 Leonardo,75,6000000
 Pol Llonch,69,1000000
 L. Crisetig,73,5000000
 K. Noborizato,68,950000
 D. Simpson,75,4000000
 J. Mackie,67,675000
 A. Halliday,66,700000
 J. Kluivert,75,10000000
 D. Hediger,67,700000
 R. Murawski,68,1000000
 Bruno Teles,68,575000
 M. Davidson,68,850000
 Dani Pacheco,74,6000000
 D. Daube,69,1000000
 M. Zullo,68,700000
 Rony Lopes,79,16000000
 J. Roa,70,2000000
 R. Koolwijk,72,2000000
 J. Vigón,69,1000000
 I. Balliu,72,3000000
 I. Rivas,70,1000000
 K. Rodrigues,74,6000000
 L. Grimi,70,975000
 M. Larbi,71,2000000
 M. Cauteruccio,72,3000000
 Rafa,79,16000000
 A. Esswein,73,4000000
 Ivo Pinto,72,2000000
 Raphael Martinho,68,875000
 B. Osborn,72,4000000
 L. Mora,70,1000000
 Leo Baptistao,80,19000000
 A. Aguilar,73,2000000
 Toquero,67,600000
 Yeray,78,12000000
 A. Wenger,64,475000
 K. Toko-Ekambi,79,15000000
 B. Pearson,74,6000000
 A. Roa,73,5000000
 L. Mosquera,65,425000
 Choi Hyun Tae,62,300000
 R. Donk,73,2000000
 C. Tierney,66,425000
 J. Calleri,77,12000000
 J. Andersen,67,1000000
 V. Le Goff,71,2000000
 N. Radoja,78,13000000
 Sabin Merino,75,8000000
 E. Duplan,67,375000
 X. Kouassi,69,1000000
 Y. Sylla,71,2000000
 A. Zotov,71,2000000
 G. Claes,67,975000
 B. Parker,72,2000000
 S. Luaibi,68,950000
 F. Di Santo,76,8000000
 H. Kiyotake,73,4000000
 P. Helland,70,1000000
 R. Mavuba,73,1000000
 P. Schönfeld,68,900000
 H. Hateboer,72,4000000
 C. Carbonero,73,4000000
 A. Mena,72,3000000
 F. Hartherz,69,1000000
 Momo,71,1000000
 F. Guilbert,74,7000000
 J. Izquierdo,78,13000000
 Bigas,77,9000000
 Jorge Miramón,68,700000
 P. Álvarez,70,675000
 Mossa,71,1000000
 Unai Medina,69,875000
 E. Andrade,65,525000
 N. Schouterden,69,1000000
 R. McCormack,72,3000000
 J. Hayes,72,3000000
 Tiago Gomes,68,650000
 A. Losilla,72,2000000
 L. Koscielny,83,17000000
 Y. Tejeda,68,1000000
 Sokratis,85,30000000
 Kim Jong Woo,70,2000000
 E. Juárez,68,850000
 A. Mendoza,67,875000
 J. Guerrón,68,700000
 L. Martínez Quarta,72,5000000
 P. McGowan,66,625000
 C. Fuentes,72,3000000
 D. Machís,74,7000000
 R. Amalfitano,73,4000000
 M. Makola,72,2000000
 Djaniny,74,6000000
 T. Schütz,71,1000000
 R. Ghezzal,75,8000000
 B. Başaçıkoğlu,71,3000000
 S. Rizzato,68,190000
 Y. Kermorgant,69,475000
 E. Kachunga,72,3000000
 S. Popov,70,1000000
 Breno Bemposta,70,725000
 A. Gonçalves,70,1000000
 J. Knudsen,70,2000000
 L. Bridcutt,71,1000000
 Iván Ramis,75,3000000
 Adilson Edrada,75,7000000
 J. Greguš,68,1000000
 M. Barrios,73,4000000
 A. Pritchard,73,5000000
 Dener,72,3000000
 D. Mohamed,67,625000
 F. Di Francesco,76,11000000
 A. Uchida,71,1000000
 Paco Montañés,72,2000000
 L. Deaux,76,6000000
 K. Ansarifard,75,7000000
 G. Martínez,77,12000000
 B. Véjar,69,1000000
 Luso,71,1000000
 L. Trałka,71,950000
 T. Fountas,66,875000
 A. Wakaso,74,5000000
 L. González Pirez,75,7000000
 K. Naughton,74,4000000
 Y. Gazinskiy,75,5000000
 K. Mokotjo,72,3000000
 F. Gaibor,68,1000000
 S. Heidinger,67,500000
 M. Ben Amor,71,2000000
 A. Harit,78,15000000
 G. Evans,66,625000
 S. Gümüş,74,7000000
 Raphael Guzzo,69,1000000
 Jeffrén,70,1000000
 D. Banguero,73,3000000
 P. Whittingham,69,800000
 G. Giménez,68,1000000
 J. Vela,68,1000000
 I. Moro,66,900000
 C. Michelin,71,3000000
 E. Boateng,73,6000000
 Christian Fernández,71,1000000
 J. Hofmann,77,11000000
 A. Nyom,76,6000000
 C. Adams,71,3000000
 J. Angulo,69,825000
 Dodô,71,3000000
 E. Hestad,69,1000000
 P. Yakovlev,70,1000000
 A. Ndiaye Diedhiou,74,11000000
 A. Gray,76,9000000
 L. Piątek,67,525000
 Vágner Norteiro,68,350000
 M. Asterga,68,350000
 A. Sapeta,71,1000000
 Rafael Tolói,78,10000000
 S. Logan,71,1000000
 T. Kristensen,70,550000
 T. Kayhan,67,625000
 Alvildo Sousa,74,3000000
 N. Blandi,77,9000000
 M. Celtejo,73,2000000
 M. Morishige,72,2000000
 R. Benatelli,68,1000000
 G. Åsen,69,1000000
 K. Overmeire,71,1000000
 F. Niell,69,550000
 L. Vácha,67,625000
 K. Rosenberry,70,2000000
 L. Damour,68,875000
 M. Leckie,74,6000000
 E. Rolland,70,1000000
 V. Jugović,68,925000
 S. Grandsir,72,5000000
 Vicente Gómez,77,9000000
 Juanmi,77,12000000
 Auremir,69,1000000
 P. Schobesberger,72,4000000
 V. Hedenstad,69,1000000
 A. Smárason,65,550000
 M. Sau,74,5000000
 L. Silva,67,800000
 Park Jin Po,66,625000
 R. Kruse,73,4000000
 K. Kratz,67,725000
 L. Frecklington,67,650000
 I. Ezekiel,73,5000000
 J. Sony Alcenat,69,700000
 M. Leovac,71,1000000
 Nenê Bonilha,72,3000000
 Víctor Ruiz,82,20000000
 D. Kadah,73,3000000
 Song Jin Hyung,65,525000
 C. Ünder,77,14000000
 Roger,76,9000000
 W. Trapp,73,4000000
 Míchel,73,4000000
 Zubeldia,72,4000000
 H. Singh,68,1000000
 M. de Jong,66,475000
 H. Stengel,68,1000000
 P. Schick,77,14000000
 G. Rodríguez,80,6000000
 Omar Ramos,75,6000000
 G. Belaud,70,1000000
 Kwon Soon Hyung,69,900000
 S. Camara,69,550000
 M. Fritzler,75,4000000
 Montoro,71,1000000
 C. Auzqui,70,1000000
 S. Downing,72,2000000
 Enzo Chissano,70,1000000
 E. Sağlik,67,925000
 M. Defendi,66,550000
 Y. Kobayashi,76,7000000
 H. Manzala,73,5000000
 T. Jantschke,76,6000000
 S. Luna,65,400000
 M. Vrančić,71,2000000
 Jairo,75,8000000
 S. García,76,9000000
 K. Mbodji,78,10000000
 R. Lindgren,70,1000000
 R. Bianco,69,1000000
 D. Vaughan,69,325000
 P. Barrera,71,2000000
 K. Amian,74,7000000
 R. Hassan,71,2000000
 M. Fossati,68,1000000
 J. Osorio,70,2000000
 Joselu,73,4000000
 J. Marié,73,4000000
 S. Francis,76,4000000
 A. Traustason,69,1000000
 A. Zito,65,475000
 V. Marchetti,68,1000000
 B. Urribarri,70,1000000
 Brian Oliván,69,1000000
 M. Kadlec,68,500000
 C. Salcido,71,160000
 J. Valencia,68,575000
 D. Hägele,68,900000
 E. Makeev,68,850000
 A. Rüdiger,81,19000000
 A. Forshaw,70,2000000
 Hernán,71,2000000
 T. Çamdal,66,550000
 Jeong Hyuk,65,475000
 K. Hansen,72,2000000
 S. Hutchinson,73,3000000
 F. Martin,70,1000000
 Gerson,73,6000000
 Felipe Curcio,66,725000
 J. Roye,68,900000
 F. Bolzoni,69,1000000
 S. Lletget,71,3000000
 Alan Schons,67,1000000
 Xavi Torres,71,1000000
 J. Johansson,75,6000000
 T. Buffel,71,800000
 P. Nakoulma,74,5000000
 J. Drachmann,68,850000
 D. Samassékou,72,4000000
 F. Nordkvelle,66,550000
 M. Kamiński,73,4000000
 C. Arboleda,71,1000000
 O. Kayode,74,7000000
 M. Phillips,76,8000000
 F. Hinestroza,72,3000000
 Diogo Gonçalves,73,7000000
 D. Larsson,71,2000000
 Y. Abe,67,325000
 M. Lustig,72,2000000
 A. Al Obaid,66,700000
 Emu Teixeira,69,1000000
 F. Centonze,65,675000
 S. Gürler,76,9000000
 Jessé Ledeiro,72,3000000
 E. Mjelde,63,220000
 M. Gajić,71,2000000
 C. Christie,72,3000000
 A. Escuderos,69,1000000
 J. Gómez,74,6000000
 Alan Patrick,76,9000000
 E. Adebayor,79,8000000
 K. Nababkin,72,2000000
 R. Wallace,70,1000000
 C. Aboagye,71,3000000
 L. Coulibaly,70,2000000
 N. Klotz,66,475000
 I. Močinić,71,3000000
 Lee Yong,68,650000
 L. Puyo,68,900000
 J. Carreño,69,1000000
 D. Jevtić,72,3000000
 T. Adeyemi,68,1000000
 A. Dioussé,72,3000000
 S. Sow,74,4000000
 M. Busellato,66,825000
 G. Þórarinsson,70,2000000
 E. Rolón,71,2000000
 A. Morleo,67,300000
 J. Scowen,71,2000000
 R. Lod,73,5000000
 M. Delgado,68,1000000
 C. Benteke,79,15000000
 J. Bruma,77,9000000
 G. Fofana,72,3000000
 M. Coco,76,10000000
 V. Ibarbo,72,3000000
 Hélder Costa,75,9000000
 D. Lovitz,67,650000
 G. Troupée,70,2000000
 F. Holland,71,2000000
 P. Zulu,67,975000
 M. Simon,74,8000000
 J. Vanlerberghe,69,1000000
 A. DeLaGarza,69,800000
 J. Šural,74,6000000
 G. Hairemans,70,2000000
 Luis Milla,68,1000000
 C. Forsyth,70,1000000
 J. Gómez,69,1000000
 P. Kimpembe,80,19000000
 C. Kronberg,66,475000
 I. Amadou,76,8000000
 A. Devaux,67,575000
 Marc Roca,74,8000000
 Joãozinho,70,1000000
 R. Strauß,69,750000
 I. Diomandé,72,3000000
 T. Schick,69,1000000
 R. Tramos,70,1000000
 Igor Madinha,69,1000000
 F. Grillitsch,75,9000000
 Ever Sineiro,69,1000000
 Filipe Ferreira,69,900000
 Jesús Gámez,72,1000000
 Kim Seung Dae,70,1000000
 Q. Martinus,70,1000000
 J. Ryan,67,750000
 D. Dąbrowski,70,2000000
 M. van der Werff,72,2000000
 D. Fox,65,220000
 David Simón,74,4000000
 G. Defrel,76,9000000
 Lee Jong Ho,72,3000000
 Y. Kubo,73,5000000
 A. Bastía,68,60000
 D. Furman,69,1000000
 B. Raman,73,5000000
 Son Jun Ho,71,2000000
 Alfa Semedo,72,4000000
 F. Campos,71,2000000
 William,72,3000000
 S. Gakpé,74,5000000
 F. Otero Tovar,72,4000000
 S. Peszko,70,1000000
 O. Buff,69,1000000
 K. Sema,71,3000000
 V. Galiulin,69,1000000
 Ricardo Nunes,67,500000
 E. O'Kane,70,2000000
 R. Fraser,74,7000000
 A. Tanaka,66,625000
 Chong Te Se,72,2000000
 K. Arkivuo,68,250000
 Cris,66,250000
 F. Jensen,71,4000000
 Gérson Noalha,73,4000000
 Sandro Maceira,69,1000000
 V. Hernández,75,6000000
 F. Darwish,65,475000
 Carles Planas,74,5000000
 T. Danneberg,66,550000
 G. Tigiev,70,2000000
 R. Clark,67,230000
 D. Braaten,67,325000
 E. Andersen,72,3000000
 J. Riedewald,74,7000000
 C. Lepoint,69,800000
 E. Insúa,71,2000000
 J. Martins Pereira,71,1000000
 A. Affane,64,600000
 K. Yamamura,67,800000
 J. Valdivia,76,4000000
 Quini,70,1000000
 I. Estrada,69,400000
 N. De Pauw,71,2000000
 O. Dramé,72,3000000
 Fede,69,1000000
 F. Rodríguez,68,925000
 Bernardo,74,6000000
 M. Dabbur,76,10000000
 F. Lértora,72,3000000
 P. Farkas,68,975000
 D. Kourmpelis,74,6000000
 E. Gnahoré,69,1000000
 T. Hoogland,71,1000000
 I. Franjić,67,575000
 Hildeberto Pereira,66,1000000
 Mano,71,1000000
 F. Tardieu,69,1000000
 Nacho Vidal,73,4000000
 P. Sammarco,68,425000
 Nacho Fernández,81,17000000
 J. Leborgne,67,1000000
 Daniel Podence,76,11000000
 M. Mariga,71,1000000
 R. Hollingshead,66,625000
 A. Dej,68,1000000
 R. Krunić,71,3000000
 Jason,73,6000000
 F. Zuqui,71,2000000
 J. Correa,77,12000000
 B. Mee,80,12000000
 N. Viergever,75,5000000
 J. Fortes,67,625000
 A. Pulido,75,8000000
 L. Alario,78,13000000
 A. Raggi,76,3000000
 A. Falatah,67,300000
 L. Bertone,67,1000000
 H. Salinas,65,575000
 Gus Ledes,67,1000000
 Y. Sabaly,76,8000000
 R. Lindkvist,67,625000
 S. Driussi,76,11000000
 A. Mobara,72,3000000
 Bellvis,69,575000
 J. Barrera,73,6000000
 R. Funes Mori,77,9000000
 H. Badstuber,78,8000000
 Leandro Vivenço,73,4000000
 K. Panchenko,73,4000000
 A. Kasaev,74,4000000
 Clerc,73,4000000
 M. Martin,72,3000000
 Wellington Nem,75,8000000
 C. Diandy,69,1000000
 K. Fisker,68,850000
 H. Rojas,68,850000
 Lombán,74,4000000
 Z. Yıldırım,69,1000000
 D. De fauw,68,190000
 E. Pisano,72,2000000
 M. Guendouzi,67,1000000
 C. Hemlein,68,950000
 Y. Kobayashi,72,3000000
 A. Elis,75,9000000
 A. Younes,75,8000000
 K. Onisiwo,72,3000000
 M. de Leeuw,67,725000
 A. Hloušek,68,700000
 Dante,80,6000000
 T. Haye,68,1000000
 K. Beckerman,71,550000
 A. Romero Gamarra,75,10000000
 Oh Beom Seok,67,425000
 K. Tsimikas,67,950000
 L. Acosta,74,7000000
 E. Upson,64,425000
 K. Conboy,68,675000
 E. Bourgaud,71,2000000
 Auro,68,1000000
 N. Lavanchy,66,850000
 N. Mukiele,76,10000000
 Enaldo Praz,74,4000000
 J. Bamba,71,3000000
 O. Omoijuanfo,71,3000000
 C. McHugh,65,650000
 W. Brama,71,1000000
 A. Dejagah,72,2000000
 V. Qazaishvili,73,4000000
 Ganso,78,11000000
 J. Gjasula,69,900000
 D. Accam,71,2000000
 P. Pekarík,76,5000000
 B. Saré,71,2000000
 J. Skjelvik,67,775000
 T. Bu Haymid,66,625000
 Andrei Girotto,71,2000000
 A. Blin,72,4000000
 P. Tomasik,68,675000
 A. Ragusa,74,6000000
 S. Kjær,78,9000000
 Alessinito,72,1000000
 I. Temnikov,67,775000
 J. Martínez,68,650000
 H. Maguire,79,14000000
 P. Jagne,66,525000
 Eddy,68,1000000
 N. Gavory,68,1000000
 A. Rivas,69,600000
 Aarón Martín,77,11000000
 M. Olivera,70,1000000
 L. Palmer,66,650000
 Yeo Reum,67,750000
 E. Huws,70,2000000
 R. Milsom,63,350000
 P. Baysse,76,6000000
 A. Adomah,75,6000000
 O. Kamara,75,7000000
 J. Christjansen,67,600000
 Rodolfo,72,950000
 Y. Shakhov,71,2000000
 L. Reyes,72,3000000
 Carleto Costinha,72,3000000
 L. Janoszka,67,725000
 T. Ream,71,1000000
 H. Mukhtar,75,9000000
 N. Yennaris,68,1000000
 Aday Benítez,74,4000000
 F. Chafik,72,2000000
 G. Iñíguez,67,1000000
 Oyarzabal,79,18000000
 Saborit,73,4000000
 G. Bong,74,4000000
 T. Trybull,71,2000000
 C. Edwards,67,1000000
 R. Berić,75,8000000
 M. O'Connor,66,625000
 Marcelo,81,13000000
 Jean Cleber,70,1000000
 A. Zaldívar,72,4000000
 F. Ulvestad,67,950000
 G. Friend,70,1000000
 G. Kagelmacher,69,825000
 I. Erraki,65,170000
 F. Schultz,70,2000000
 F. Hadergjonaj,73,4000000
 K. Vassiljev,71,1000000
 H. Balta,73,1000000
 A. Büyük,73,3000000
 A. Ignjovski,70,1000000
 C. Austin,77,9000000
 R. Neustädter,75,5000000
 Renato Santos,74,6000000
 D. Sciaudone,68,900000
 Aguza,68,1000000
 R. Tunnicliffe,68,1000000
 Pablo Pérez,70,2000000
 Rafinha,68,190000
 F. Quignon,70,2000000
 P. Kitchen,69,1000000
 J. Ward,74,4000000
 D. Contento,71,2000000
 R. Abdullah,69,1000000
 M. Poletanović,66,750000
 Pepe,85,11000000
 Oswaldinato,67,300000
 A. Gyan,74,5000000
 J. Ibe,74,7000000
 Tramontinaldo,71,900000
 A. Djiku,76,9000000
 S. De Ridder,70,1000000
 M. Rygaard,71,2000000
 M. Hartmann,70,1000000
 S. Sané,80,13000000
 U. Segura,66,800000
 M. Torres,76,6000000
 J. Boëtius,75,9000000
 A. Blomqvist,69,1000000
 N. Taylor,71,1000000
 Luis Valcarce,68,1000000
 A. Bogdanov,70,1000000
 O. Hein,65,450000
 Andreu,65,160000
 C. Smalling,81,17000000
 Fábio Sturgeon,72,4000000
 M. Woods,66,550000
 D. Fagundez,73,5000000
 C. Ninga,73,5000000
 T. Bianchi,70,1000000
 S. Kurata,68,900000
 H. Milić,70,1000000
 J. Nirlo,68,725000
 José Mirazar,74,3000000
 P. Salomon,65,525000
 R. van Wolfswinkel,75,7000000
 M. Le Marchand,77,7000000
 I. Bebou,76,10000000
 Pita,71,1000000
 S. Camille,69,700000
 D. Pavlovic,69,800000
 L. Neagle,65,500000
 B. Wood,73,5000000
 D. Fox,67,525000
 R. Fennell,68,725000
 S. Palacios,71,2000000
 M. Krasić,71,1000000
 D. Diekmeier,74,4000000
 L. Povea,67,1000000
 M. Caire,72,2000000
 Edsinho Torres,71,900000
 G. Nijholt,65,450000
 R. Laborde,74,5000000
 C. Warner,66,500000
 A. Pilkington,69,1000000
 Óscar Plano,73,4000000
 R. Würtz,68,525000
 Carlinhos,71,3000000
 B. Ideye,74,6000000
 F. Müller,68,1000000
 P. Dummett,74,5000000
 Oriol Romeu,78,10000000
 Ilsinho,67,675000
 J. Mbakogu,73,5000000
 N. Al Shamrani,70,1000000
 Carvamelinho,69,400000
 M. Zaracho,69,2000000
 T. Rogić,75,8000000
 E. Fernandes,71,3000000
 K. Azamoum,68,750000
 A. Delort,74,7000000
 U. Bangura,67,600000
 E. Zukanović,75,4000000
 C. Evans,67,875000
 R. Murawski,69,250000
 Silvosinho,72,1000000
 Ricardo Ryller,69,1000000
 J. Cétout,70,1000000
 V. Salatić,69,700000
 E. Salomonsson,69,825000
 M. Dabo,68,650000
 Edno,70,925000
 K. Antonsen,64,675000
 Nuno Santos,71,3000000
 G. Letizia,73,3000000
 F. Đorđević,74,5000000
 V. Marcel,68,1000000
 L. Benito,72,3000000
 O. Kakabadze,70,2000000
 D. John,69,1000000
 L. Robles,69,775000
 S. Bergwijn,75,10000000
 Nosberto Vila,68,350000
 M. Perez,67,750000
 J. Al Hussien,72,1000000
 K. Hämäläinen,72,2000000
 R. Mulumba,67,975000
 J. Reinhardt,66,500000
 R. Habran,67,1000000
 V. Ulloa,69,1000000
 R. Robayo,70,725000
 C. Pizarro,75,1000000
 Lee Chang Min,71,3000000
 Y. Jouffre,72,2000000
 J. Ramírez,72,3000000
 Zainadine,75,5000000
 M. Pereira,68,875000
 M. Saeid,67,800000
 Luiz Araújo,73,6000000
 J. van den Berg,69,700000
 J. van Overeem,73,5000000
 J. Bajandouh,70,1000000
 P. Larsen,65,525000
 E. Papa,68,190000
 J. Hunt,70,1000000
 I. Bennacer,70,2000000
 N. Miatke,65,575000
 M. Benítez,76,10000000
 F. Lejeune,78,10000000
 P. Kammerbauer,67,1000000
 T. Jedvaj,76,9000000
 A. Sepúlveda,70,1000000
 F. Cubero,67,35000
 G. Munari,67,375000
 A. Faltsetas,65,525000
 E. Ünal,76,11000000
 J. McEachran,70,2000000
 N. DeLeon,65,525000
 M. Hallberg,67,1000000
 Migue García,67,725000
 B. Kuwas,75,8000000
 S. Franklin,66,350000
 Mauro Riboas,72,3000000
 S. Morsy,68,925000
 Sergi Canós,68,1000000
 Pelayo Novo,68,1000000
 Nagore,68,100000
 E. Armenteros,69,900000
 Diego Carlos,79,13000000
 D. Villalva,72,3000000
 H. Kawano,66,675000
 S. Nutz,66,800000
 T. Ouwejan,69,1000000
 A. Weimann,70,1000000
 N. Karelis,73,5000000
 N. Teixeira,66,625000
 S. Jamieson,67,600000
 G. Zuiverloon,70,1000000
 F. Niederlechner,75,7000000
 T. Leugers,66,650000
 M. Politano,79,17000000
 R. Koch,65,475000
 G. Núñez,72,3000000
 I. Maksimov,74,5000000
 S. Berge,71,3000000
 R. Bensebaini,75,7000000
 A. Ajdarević,72,3000000
 J. Forster-Caskey,67,1000000
 L. Giorgi,66,600000
 M. Vilhjálmsson,69,1000000
 N. Tkalčić,65,450000
 Juliano Mascarinhas,72,1000000
 B. Safari,70,975000
 Vasco Fernandes,74,4000000
 N. Aankour,68,1000000
 T. Cywka,67,575000
 C. McGregor,74,7000000
 R. Dugimont,70,1000000
 G. Zardes,73,4000000
 Lee Seul Chan,69,1000000
 R. Botta,76,8000000
 N. Danns,63,180000
 J. Newell,67,975000
 V. Verre,71,3000000
 D. Appiah,72,3000000
 Samu Saiz,75,8000000
 Francisco Ramos,70,2000000
 M. Seidl,63,375000
 A. Askar,64,300000
 H. Droguett,72,1000000
 N. Hammann,67,600000
 K. Kamara,74,4000000
 N. Boilesen,70,1000000
 A. Tahar,64,375000
 A. Murgia,72,5000000
 J. Blomberg,65,500000
 K. Madu,65,650000
 M. Eikrem,70,1000000
 Gian Martins,68,1000000
 T. Lawrence,73,5000000
 R. Braña,70,120000
 K. Haugen,67,875000
 Raúl,80,12000000
 A. Januzaj,79,17000000
 A. Camara,72,3000000
 T. Kempe,70,1000000
 L. Berry,65,700000
 L. Paulussen,66,550000
 M. Sobottka,71,2000000
 L. Paqarada,70,2000000
 Y. González,66,850000
 B. Sarr,71,2000000
 S. Fürstner,71,1000000
 X. Báez,66,500000
 Bebeto,72,2000000
 Sandeiro Leal,69,1000000
 S. Aytaç,69,1000000
 S. Roudet,69,350000
 F. Mollet,71,2000000
 J. Spector,72,2000000
 N. Ortigoza,72,1000000
 D. Bronn,72,3000000
 W. Serrano,67,700000
 J. Nilsen,64,525000
 E. Martinez,66,775000
 F. Della Rocca,68,850000
 Dani Rochelinhas,75,7000000
 F. Sears,67,825000
 F. Daprelà,69,1000000
 G. Cahill,82,15000000
 E. Reynoso,71,3000000
 E. Cerutti,74,6000000
 L. Broź,67,500000
 Guerrero,74,6000000
 E. Trejo,67,850000
 J. Jørgensen,67,625000
 J. Holland,67,625000
 Ângelo Neto,68,1000000
 A. Androutsos,68,1000000
 P. Anderson,65,550000
 Rafael Martins,74,6000000
 V. Luchkevych,69,1000000
 A. Melgalvis,64,475000
 D. Rose,66,625000
 V. Berisha,68,1000000
 T. Szántó,66,1000000
 M. Gómez,81,16000000
 E. Larsson,66,625000
 O. Pérez,72,1000000
 J. Raitala,67,625000
 H. Vučkić,66,825000
 J. Martínez,73,3000000
 M. Benning,63,400000
 L. Trossard,74,7000000
 Igor Silva,67,1000000
 S. Kurumaya,69,1000000
 K. Dolberg,76,11000000
 S. Boufal,77,11000000
 D. Sallói,70,2000000
 Kim Ho Nam,69,1000000
 Alam Araújo,70,1000000
 L. Fernández,75,8000000
 N. Ferreira,66,275000
 C. Jerome,70,1000000
 Pablo Valcarce,70,2000000
 D. Gavazzi,67,650000
 M. Nizam,66,625000
 J. Stones,80,17000000
 J. Absalonsen,68,775000
 Cabral,66,650000
 M. Pugh,72,2000000
 K. Zengin,68,500000
 M. Pospíšil,69,1000000
 R. Utsiev,72,2000000
 S. Davies,67,750000
 B. Kumordzi,68,525000
 R. Lašík,66,800000
 A. Farrell,69,1000000
 L. Labylle,64,425000
 N. Roux,74,5000000
 K. Palmer,70,2000000
 L. Martin,66,600000
 B. Zolinski,67,900000
 F. Acerbi,81,14000000
 G. Poblete,72,3000000
 J. Paganoni,68,700000
 K. Naismith,65,650000
 Dídac Vilà,73,3000000
 A. Tinnerholm,71,2000000
 S. De Witte,71,1000000
 F. Klaus,74,7000000
 L. Leahy,64,475000
 L. Ayling,73,4000000
 E. Oztumer,70,2000000
 O. Bozanic,66,650000
 Claudiosa Paes,68,800000
 S. Piette,70,2000000
 Palhinha,75,8000000
 D. Hylton,68,925000
 A. Maxim,74,6000000
 O. El Hajjam,72,3000000
 H. Yebda,72,1000000
 G. Ghazaryan,68,875000
 F. Schönheim,69,775000
 A. Touré,74,6000000
 K. Vollmann,68,1000000
 K. Higashi,69,1000000
 Paulinho,72,2000000
 L. Pasciuti,72,3000000
 C. Tainmont,69,925000
 S. Haller,78,14000000
 A. Al Fraidi,68,875000
 A. El Ghazi,73,5000000
 D. Grechyshkin,73,4000000
 P. Gallagher,70,1000000
 B. Ketkeophomphone,75,7000000
 J. Plašil,72,1000000
 Enaldo Toxeto,74,4000000
 C. Araujo,69,230000
 M. Lorenz,66,650000
 R. Lacazette,66,775000
 A. Keogh,70,1000000
 I. Gorbatenko,63,375000
 B. Dost,83,27000000
 Fidel,72,3000000
 Rafael Vaz,74,5000000
 G. Barnes,69,1000000
 L. Mulholland,66,650000
 A. Parot,71,2000000
 C. Grindheim,67,475000
 A. Andrade,73,4000000
 C. Ramírez,72,3000000
 K. Lasagna,77,11000000
 B. Schmitz,70,1000000
 F. Kudryashov,73,3000000
 B. Angulo,70,1000000
 Pozo,72,4000000
 José Arnáiz,74,10000000
 A. Wittwer,66,550000
 Carpio,69,400000
 T. Aoki,68,750000
 S. Kurtuluş,71,1000000
 E. Lutsenko,69,1000000
 J. Thomsen,69,230000
 V. Kadlec,72,3000000
 D. Pelkas,74,7000000
 C. Winchester,63,400000
 A. Rocha,70,2000000
 K. Shibasaki,71,1000000
 L. Kelly,66,550000
 C. Alzáte,70,1000000
 J. Jeggo,67,800000
 B. Paulsen,69,1000000
 Bruno Monteiro,68,675000
 L. Wallace,70,1000000
 C. Forrester,66,750000
 Sérgio Espinho,70,675000
 K. Havertz,77,14000000
 Cláudio Falcão,69,1000000
 David de Paula,63,140000
 E. Balyaykin,66,500000
 Fede Vico,70,2000000
 P. Klingmann,71,1000000
 L. Villafañez,73,4000000
 Sandelas Júnior,71,2000000
 W. Cartagena,66,750000
 S. Cerrión,70,675000
 W. Sobota,71,2000000
 Nélson Oliveira,73,5000000
 P. Frankowski,70,2000000
 S. Plavšić,73,6000000
 A. Ujah,74,6000000
 Vinicius Cardenha,73,3000000
 H. Cid,65,650000
 Laure,73,2000000
 O. Clarke,65,625000
 P. Billing,67,1000000
 F. Sassi,68,1000000
 Cotán,71,3000000
 N. Bendtner,73,4000000
 Marc Navarro,72,4000000
 C. Galano,72,3000000
 Marcano,81,13000000
 T. Castagne,71,3000000
 Renan Tojeiras,66,250000
 F. Kamano,74,7000000
 R. Philippoteaux,73,3000000
 R. Miller,67,450000
 J. Byrne,68,1000000
 A. del Valle,74,6000000
 P. Anton,71,2000000
 Y. Komai,69,1000000
 M. Waghorn,72,3000000
 W. Francis,67,725000
 S. Özcan,70,3000000
 André Leal,71,3000000
 D. Wotherspoon,66,675000
 E. Emenike,74,5000000
 M. Lais,67,775000
 L. Sadiku,71,2000000
 T. Rowe,67,775000
 B. Jones,68,650000
 B. Nieuwkoop,71,2000000
 Helito Caldeira,68,350000
 K. Çörekçi,70,1000000
 C. Grant,66,925000
 A. Crofts,65,325000
 Querol,70,1000000
 V. Kostevych,69,1000000
 J. Henry,69,1000000
 J. Ramírez,65,160000
 M. Ordóñez,68,850000
 G. Moncur,68,1000000
 Hilton,77,600000
 Kléber,73,4000000
 D. Vida,79,10000000
 O. Čelůstka,67,600000
 Ever Rodeiro,66,400000
 A. Arellano,67,900000
 Adeilson Gesser,71,2000000
